year,recipient_iso3,polity2,v2x_api,gdp,pop,china_gdp,china_pop,disaster,civilwar,dist,distw,distwces,imports,exports,atopally,distance,agree,fdi,region
2009,MDG,0,0.497,32654851936.1368,20569115,10742409055886.5,1331260000,27.00000005,0,9676.3251953125,9529.575970397185,9476.068391763809,54821973,395383093,0,0.242227,0.9342105,-1267146401,Sub-Saharan Africa
2010,MDG,0,0.453,32857063758.2731,21151640,11884957832311.2,1337705000,0,0,9676.3251953125,9529.575970397185,9476.068391763809,105382497,396790704,0,0.4405252,0.92405060000000006,-868739719.3,Sub-Saharan Africa
2011,MDG,3,0.453,33375688540.8726,21743970,13020070209403.8,1345035000,35.00000004,0,9676.3251953125,9529.575970397185,9476.068391763809,103388560,503376232,0,0.3280749,0.9074074,-773203075.7,Sub-Saharan Africa
2012,MDG,3,0.454,34380679957.2629,22346641,14043934216102.1,1354190000,34.99999977,0,9676.3251953125,9529.575970397185,9476.068391763809,114442664,542413969,0,0.4243315,0.8636364,-778360509.8,Sub-Saharan Africa
2013,MDG,3,0.486,35171564947.4465,22961259,15134607226924.2,1363240000,51.00000008,0,9676.3251953125,9529.575970397185,9476.068391763809,173906315,642961433,0,0.0217839,0.9130435,-550243247.3,Sub-Saharan Africa
2014,MDG,6,0.722,36346014939.0802,23589897,16258467389928.8,1371860000,16.99999998,0,9676.3251953125,9529.575970397185,9476.068391763809,118076353,752678100,0,0.8587645,0.8203125,-336112072.5,Sub-Saharan Africa
2015,MDG,6,0.741,37484480464.4979,24234080,17403279549482.5,1379860000,31.99999999,0,9676.3251953125,9529.575970397185,9476.068391763809,171132242,865235356,0,0.2061404,0.8301887,-246135354.5,Sub-Saharan Africa
2016,MDG,6,0.746,38981290520.8233,24894370,18595188781703.6,1387790000,0,0,9676.3251953125,9529.575970397185,9476.068391763809,160793418,942957351,0,0.1635555,0.8369565,-451114994.4,Sub-Saharan Africa
2017,MDG,6,0.746,40514544581.3315,25570511,19887033884256.7,1396215000,81.00000021,0,9676.3251953125,9529.575970397185,9476.068391763809,227093068,1007487260,0,0.1761848,0.757732,-358890886.3,Sub-Saharan Africa
2002,MLI,5,0.803,21196190850.9999,11616890,5152785033972.09,1280400000,1.999999999,0,11841.599609375,12010.717867402649,11992.161057516334,1730295,21620799,0,0.3642058,0.9090909,-242230785.4,Sub-Saharan Africa
2003,MLI,5,0.82,23129080396.1117,11982692,5670023166308.18,1288400000,0,0,11841.599609375,12010.717867402649,11992.161057516334,28390044,35203987,0,0.2016621,0.9340659,-130837850.9,Sub-Saharan Africa
2004,MLI,5,0.82,23489893740.4851,12369078,6243467841396.09,1296075000,0,0,11841.599609375,12010.717867402649,11992.161057516334,106754915,58767658,0,0.2157826,0.92405060000000006,-100220561.1,Sub-Saharan Africa
2005,MLI,7,0.82,25024906330.8644,12775509,6954885516694.85,1303720000,0,0,11841.599609375,12010.717867402649,11992.161057516334,79250223,65937472,0,0.1353343,0.9329897,-224847702.4,Sub-Saharan Africa
2006,MLI,7,0.82,26191614229.9494,13203378,7839613419837.17,1311020000,1,0,11841.599609375,12010.717867402649,11992.161057516334,114239749,74987758,0,0.2911523,0.9252336,-70225080.42,Sub-Saharan Africa
2007,MLI,7,0.814,27106648868.1619,13651455,8955257903305.3,1317885000,18.00000003,1,11841.599609375,12010.717867402649,11992.161057516334,35895378,125374337,0,0.0156173,0.9325843,-65475015.46,Sub-Saharan Africa
2008,MLI,7,0.81,28400488545.353,14113578,9819501089971.55,1324655000,0,1,11841.599609375,12010.717867402649,11992.161057516334,62951573,167732491,0,0.0543141,0.9065934,-179698650.3,Sub-Saharan Africa
2009,MLI,7,0.811,29765507550.239,14581427,10742409055886.5,1331260000,24.99999993,1,11841.599609375,12010.717867402649,11992.161057516334,37048736,167597063,0,0.0971086,0.9464286,-749365254.6,Sub-Saharan Africa
2010,MLI,7,0.811,31347227356.9123,15049352,11884957832311.2,1337705000,0,0,11841.599609375,12010.717867402649,11992.161057516334,70410720,229693202,0,0.1477182,0.9277108,-398504254,Sub-Saharan Africa
2011,MLI,7,0.811,32354455708.3495,15514593,13020070209403.8,1345035000,1,0,11841.599609375,12010.717867402649,11992.161057516334,149594717,297734843,0,0.1127893,0.9137931,-551768801,Sub-Saharan Africa
2012,MLI,0,0.587,32083734772.5945,15979492,14043934216102.1,1354190000,0,1,11841.599609375,12010.717867402649,11992.161057516334,331685364,290232115,0,0.2520935,0.8928571,-381915056.6,Sub-Saharan Africa
2013,MLI,5,0.6,32820078395.4881,16449854,15134607226924.2,1363240000,37.00000023,1,11841.599609375,12010.717867402649,11992.161057516334,152467771,274638734,0,0.0162358,0.9310345,-304998357.6,Sub-Saharan Africa
2014,MLI,5,0.766,35145277199.1621,16934213,16258467389928.8,1371860000,0,1,11841.599609375,12010.717867402649,11992.161057516334,95650517,297068628,0,0.1462722,0.9276316,-143408547,Sub-Saharan Africa
2015,MLI,5,0.767,37314373425.8626,17438772,17403279549482.5,1379860000,5,0,11841.599609375,12010.717867402649,11992.161057516334,92988512,270427606,0,0.7152136,0.8571429,-193076329.5,Sub-Saharan Africa
