year,recipient,recipient_iso3,aid,debt,aid_socgov,aid_econ,aid_human,frequencies_by_year,counts_by_year,relevant,govt_visits,mil_visits,total_visits,polity2,v2x_api,gdp,pop,china_gdp,china_pop,disaster,civilwar,dist,distw,distwces,imports,exports,atopally,distance,agree,fdi,region
2007,Bangladesh,BGD,3637175.161494821,0,0,0,3637175.161494821,2.33,112,1,7,3,10,-6,0.414,428556680807.776,142660381,8955257903305.3,1317885000,5504.999782,0,3036.238037109375,2943.368114466095,2789.072468632839,114171063,3349758080,1,0.3648589,0.9619565,-516766232.5,South Asia
2008,Bangladesh,BGD,135211493.200314,0,0,135211493.200314,0,1.36,61,1,8,0,8,-6,0.419,454329178590.704,144304164,9819501089971.55,1324655000,68.00000002,0,3036.238037109375,2943.368114466095,2789.072468632839,131909511,4556074057,1,0.1788673,0.9347826,-1137762261,South Asia
2009,Bangladesh,BGD,0,0,0,0,0,2.09,203,1,10,3,13,5,0.671,477250652626.965,145924795,10742409055886.5,1331260000,23,0,3036.238037109375,2943.368114466095,2789.072468632839,140721650,4441066871,1,0.2066649,0.95,-720457353.6,South Asia
2010,Bangladesh,BGD,34747963.7228961,120863315.543502,0,34747963.7228961,0,1.35,155,1,10,2,12,5,0.682,503842048119.057,147575433,11884957832311.2,1337705000,107.0000001,0,3036.238037109375,2943.368114466095,2789.072468632839,268875896,6789096629,1,0.1565937,0.9655172,-1165816161,South Asia
2011,Bangladesh,BGD,326020644.0138895,0,1544712.92121951,225349968.233664,0,1.01,109,1,5,4,9,5,0.671,536412308289.44,149273134,13020070209403.8,1345035000,40.00000001,0,3036.238037109375,2943.368114466095,2789.072468632839,449036340,7810657633,1,0.3186024,0.9255319,-967290773.5,South Asia
2012,Bangladesh,BGD,258314050.61345,331014025.003129,0,258314050.61345,0,1.12,105,1,2,0,2,5,0.666,571394215868.571,151005733,14043934216102.1,1354190000,272,0,3036.238037109375,2943.368114466095,2789.072468632839,479727412,7970093212,1,0.0225719,0.9127907,-1295344530,South Asia
2013,Bangladesh,BGD,368994323.83127,187787408.0006244,368994323.83127,0,0,0.61,47,1,7,2,9,4,0.628,605755610764.767,152761413,15134607226924.2,1363240000,50,0,3036.238037109375,2943.368114466095,2789.072468632839,602366367,9705086684,1,0.4508251,0.9444444,-2056085293,South Asia
2014,Bangladesh,BGD,163114079.701758,438795920.0942312,0,163114079.701758,0,0.96,64,1,5,3,8,1,0.545,642470817903.932,154517385,16258467389928.8,1371860000,79.00000002,0,3036.238037109375,2943.368114466095,2789.072468632839,761107883,11782272267,1,0.1965632,0.9487179,-2497421016,South Asia
2015,Bangladesh,BGD,225784849.2470996,166545984.7326288,4465013.8285963,221319835.41850328,0,0.74,39,1,5,2,7,1,0.533,684569616926.867,156256287,17403279549482.5,1379860000,158.9999999,0,3036.238037109375,2943.368114466095,2789.072468632839,816845185,13894707663,1,0.7018999,0.8661972,-2771250741,South Asia
2016,Bangladesh,BGD,1069011188.0974034,2449526837.370879,355834845.06945926,713176343.0279442,0,0.83,44,1,5,5,10,1,0.528,733266327481.642,157977151,18595188781703.6,1387790000,170,0,3036.238037109375,2943.368114466095,2789.072468632839,869397551,14300635412,1,0.4874269,0.8521739,-2292208318,South Asia
2017,Bangladesh,BGD,162376986.1309679,2277020000,0,158376986.1309679,4000000,0.95,51,1,3,0,3,1,0.524,781590411613.399,159685421,19887033884256.7,1396215000,163,0,3036.238037109375,2943.368114466095,2789.072468632839,875144719,15169021003,0,0.3680311,0.7644628,-1683653529,South Asia
2000,Bulgaria,BGR,0,1345414.93938664,0,0,0,0.16,8,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Bulgaria,BGR,0,45069903.638799906,0,0,0,0.4,19,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Bulgaria,BGR,0,0,0,0,0,0.2,9,1,0,0,0,9,0.875,94329506504.2682,7837161,5152785033972.09,1280400000,1,0,7364.44677734375,7576.192204337311,7550.9865174545,21474542,97603274,0,1.737542,0.63,-876321850.2,Europe & Central Asia
2003,Bulgaria,BGR,0,0,0,0,0,0.66,35,1,0,0,0,9,0.875,99269688289.2725,7775327,5670023166308.18,1288400000,1.999999999,0,7364.44677734375,7576.192204337311,7550.9865174545,58732932,166471358,0,2.145304,0.6813187,-2070285898,Europe & Central Asia
2004,Bulgaria,BGR,0,0,0,0,0,0.1,5,1,0,0,0,9,0.875,105732568261.713,7716860,6243467841396.09,1296075000,7.00000001,0,7364.44677734375,7576.192204337311,7550.9865174545,67141464,337968135,0,1.854597,0.6941176,-2879178250,Europe & Central Asia
2005,Bulgaria,BGR,0,1168226.55601518,0,0,0,0.32,16,1,0,0,0,9,0.867,113193425726.925,7658972,6954885516694.85,1303720000,0.999999989,0,7364.44677734375,7576.192204337311,7550.9865174545,89119496,441636731,0,1.657252,0.7121212,-4004786052,Europe & Central Asia
2006,Bulgaria,BGR,0,0,0,0,0,0.35,18,1,0,0,0,9,0.87,120893509686.099,7601022,7839613419837.17,1311020000,0.999999996,0,7364.44677734375,7576.192204337311,7550.9865174545,81850608,1782817930,0,1.883899,0.6880734,-7582756076,Europe & Central Asia
2007,Bulgaria,BGR,0,123170.449311588,0,0,0,0.31,15,1,0,0,0,9,0.871,128862061317.083,7545338,8955257903305.3,1317885000,13,0,7364.44677734375,7576.192204337311,7550.9865174545,158003697,818656787,0,1.574822,0.7119565,-12903082289,Europe & Central Asia
2008,Bulgaria,BGR,0,0,0,0,0,0.65,29,1,0,0,0,9,0.875,136743288136.013,7492561,9819501089971.55,1324655000,3.00000001,0,7364.44677734375,7576.192204337311,7550.9865174545,216781956,1124844722,0,1.634429,0.6612903,-9179244610,Europe & Central Asia
2009,Bulgaria,BGR,0,9055551.10041868,0,0,0,0.44,43,1,0,0,0,9,0.87,132269247011.209,7444443,10742409055886.5,1331260000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,140997020,596052099,0,1.593818,0.6785714,-3535417639,Europe & Central Asia
2010,Bulgaria,BGR,0,818.368135388549,0,0,0,0.46,53,1,0,0,0,9,0.856,134308576170.373,7395599,11884957832311.2,1337705000,0.999999982,0,7364.44677734375,7576.192204337311,7550.9865174545,322999381,660906308,0,1.906217,0.7093023,-1253650000,Europe & Central Asia
2011,Bulgaria,BGR,0,141075456.68084928,0,0,0,0.34,37,1,0,0,0,9,0.854,137130675695.732,7348328,13020070209403.8,1345035000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,459981528,1005615637,0,1.770198,0.6648936,-1611440000,Europe & Central Asia
2012,Bulgaria,BGR,0,169072916.42370957,0,0,0,0.39,36,1,0,0,0,9,0.851,138165916835.062,7305888,14043934216102.1,1354190000,5.999999997,0,7364.44677734375,7576.192204337311,7550.9865174545,840157165,1054597122,0,1.79734,0.6714286,-1378130000,Europe & Central Asia
2013,Bulgaria,BGR,0,0,0,0,0,0.43,33,1,0,0,0,9,0.847,137391505208.716,7265115,15134607226924.2,1363240000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,956742907,1116984160,0,1.485624,0.6484375,-1637500000,Europe & Central Asia
2014,Bulgaria,BGR,0,0,0,0,0,0.43,29,1,0,0,0,9,0.848,138719901125.652,7223938,16258467389928.8,1371860000,4.000000002,0,7364.44677734375,7576.192204337311,7550.9865174545,984859638,1178062014,0,1.843764,0.6346154,-211260000,Europe & Central Asia
2015,Bulgaria,BGR,0,0,0,0,0,0.53,28,1,0,0,0,9,0.848,143475295512.222,7177991,17403279549482.5,1379860000,4.999999998,0,7364.44677734375,7576.192204337311,7550.9865174545,748306600,1043259427,0,1.25654,0.6458333,-2098190000,Europe & Central Asia
2016,Bulgaria,BGR,0,174293565.2015873,0,0,0,0.45,24,1,0,0,0,9,0.849,147836693810.46,7127822,18595188781703.6,1387790000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,590108479,1055552573,0,1.526468,0.6239316,-661410000,Europe & Central Asia
2017,Bulgaria,BGR,0,146601440.3027657,0,0,0,0.6,32,1,0,0,0,9,0.821,151920196034.544,7075947,19887033884256.7,1396215000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,969183021,1169047355,0,1.396896,0.6708333,-1511540000,Europe & Central Asia
2000,Belarus,BLR,0,1345414.93938664,0,0,0,0.1,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Belarus,BLR,0,2619074.30346537,0,0,0,0.1,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Belarus,BLR,0,2621070.61017722,0,0,0,0.04,2,1,0,0,0,-7,0.47,88411500624.1222,9865548,5152785033972.09,1280400000,3.734341448,0,6480.6005859375,6851.684010948181,6821.943293963835,63778360,16222290,0,0.4494751,0.8282828,-453300000,Europe & Central Asia
2003,Belarus,BLR,0,1332099.23149715,0,0,0,0.08,4,1,0,0,0,-7,0.466,94638492857.1568,9796749,5670023166308.18,1288400000,3.191162129,0,6480.6005859375,6851.684010948181,6821.943293963835,96721469,32224659,0,0.8631901,0.9157303,-170300000,Europe & Central Asia
2004,Belarus,BLR,0,1194260.41345185,0,0,0,0.1,5,1,0,0,0,-7,0.463,105474357168.12,9730146,6243467841396.09,1296075000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,153953618,64945697,0,0.5603087,0.93125,-162500000,Europe & Central Asia
2005,Belarus,BLR,99997025.84597224,346949068.8938,4597564.40671136,95399461.43926089,0,0.16,8,1,0,0,0,-7,0.448,115388948348.906,9663915,6954885516694.85,1303720000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,490442463,81279477,0,0.5217894,0.90625,-304100000,Europe & Central Asia
2006,Belarus,BLR,0,0,0,0,0,0.1,5,1,0,0,0,-7,0.441,126927837197.965,9604924,7839613419837.17,1311020000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,428773420,215798524,0,0.4128269,0.940367,-354100000,Europe & Central Asia
2007,Belarus,BLR,81265809.6149644,0,14369885.7530187,66895923.8619457,0,0.1,5,1,0,0,0,-7,0.435,137843639493.308,9560953,8955257903305.3,1317885000,2.983377651,0,6480.6005859375,6851.684010948181,6821.943293963835,612587580,227227351,0,0.0878984,0.9505495,-1792100000,Europe & Central Asia
2008,Belarus,BLR,38087744.5634689,473229221.492796,0,38087744.5634689,0,0.11,5,1,0,0,0,-7,0.437,151903689949.072,9527985,9819501089971.55,1324655000,5.463254628,0,6480.6005859375,6851.684010948181,6821.943293963835,497824135,361362946,0,0.0634756,0.9731183,-2157300000,Europe & Central Asia
2009,Belarus,BLR,0,185727240.916626,0,0,0,0.22,21,1,0,0,0,-7,0.441,152207490204.709,9504583,10742409055886.5,1331260000,5.418402902,0,6480.6005859375,6851.684010948181,6821.943293963835,529594008,280421170,0,0.2173735,0.9634146,-1774200000,Europe & Central Asia
2010,Belarus,BLR,5317985.88391409,1097543605.338922,5317985.88391409,0,0,0.22,25,1,0,0,0,-7,0.445,164077036415.003,9483836,11884957832311.2,1337705000,3.596249948,0,6480.6005859375,6851.684010948181,6821.943293963835,476097301,795610109,0,0.5275712,0.9294118,-1342800000,Europe & Central Asia
2011,Belarus,BLR,0,1130102266.378806,0,0,0,0.26,28,1,0,0,0,-7,0.428,172902260196.085,9461643,13020070209403.8,1345035000,6.00596991,0,6480.6005859375,6851.684010948181,6821.943293963835,599466415,705134767,0,0.1818555,0.9120879,-3876900000,Europe & Central Asia
2012,Belarus,BLR,0,636328630.35736,0,0,0,0.26,24,1,0,0,0,-7,0.435,175819355671.141,9446836,14043934216102.1,1354190000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,663130414,919816968,0,0.5009223,0.9156627,-1308100000,Europe & Central Asia
2013,Belarus,BLR,39506886.9198362,499963919.4741047,23704132.1519017,0,0,0.42,32,1,0,0,0,-7,0.471,177583651637.882,9443211,15134607226924.2,1363240000,2.990950439,0,6480.6005859375,6851.684010948181,6821.943293963835,580512302,872159994,0,0.2053795,0.9035088,-1983900000,Europe & Central Asia
2014,Belarus,BLR,14077334.9185948,28671598.1172927,0,14077334.9185948,0,0.36,24,1,0,0,0,-7,0.471,180649428903.241,9448515,16258467389928.8,1371860000,2.888854951,0,6480.6005859375,6851.684010948181,6821.943293963835,738277242,1110594383,0,0.5086365,0.9041096,-1788600000,Europe & Central Asia
2015,Belarus,BLR,88905674.39792652,638416239.8593404,82805316.71201369,6100357.68591283,0,0.59,31,1,0,0,0,-7,0.48,173731331560.254,9461076,17403279549482.5,1379860000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,1010810007,748901088,0,0.0723262,0.8656716,-1545700000,Europe & Central Asia
2016,Belarus,BLR,65399870.7228314,1434989359.91264,65399870.7228314,0,0,0.44,23,1,0,0,0,-7,0.485,169342102526.663,9469379,18595188781703.6,1387790000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,435188908,1090019147,0,0.1239436,0.8486239,-1124000000,Europe & Central Asia
2017,Belarus,BLR,31260329.193052728,250785000,6258281.204195229,25002047.9888575,0,0.54,29,1,0,0,0,-7,0.488,173630155305.786,9458989,19887033884256.7,1396215000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,515383927,933361512,0,0.1308451,0.8478261,-1208500000,Europe & Central Asia
2000,Botswana,BWA,5244567.62596581,0,5244567.62596581,0,0,0.84,41,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Botswana,BWA,21094817.8285375,9908831.11477733,21094817.8285375,0,0,0.84,40,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Botswana,BWA,0,0,0,0,0,0.74,34,1,0,0,0,8,0.872,18575229496.092,1704637,5152785033972.09,1280400000,0,0,11792.978515625,11577.53436309967,11540.955815879572,5083,18977534,0,0.0430444,0.8611111,-365114185.4,Sub-Saharan Africa
2003,Botswana,BWA,66470632.7904245,4266135.453398,15379220.8284197,51091411.9620048,0,0.72,38,1,0,0,0,8,0.872,19434500057.8302,1734387,5670023166308.18,1288400000,0,0,11792.978515625,11577.53436309967,11540.955815879572,2175988,22769682,0,0.4494414,0.9137931,-211973062.2,Sub-Saharan Africa
2004,Botswana,BWA,0,0,0,0,0,0.57,29,1,0,0,0,8,0.877,19960362983.3267,1765533,6243467841396.09,1296075000,0,0,11792.978515625,11577.53436309967,11540.955815879572,2860708,49541361,0,0.3292182,0.9315068,-429642225.6,Sub-Saharan Africa
2005,Botswana,BWA,0,0,0,0,0,0.32,16,1,0,0,0,8,0.881,20869885999.523,1799077,6954885516694.85,1303720000,0,0,11792.978515625,11577.53436309967,11540.955815879572,4004099,58513171,0,0.2496483,0.9320988,-363607719.7,Sub-Saharan Africa
2006,Botswana,BWA,47480386.81601448,0,14301443.85860638,33178942.9574081,0,0.45,23,1,0,0,0,8,0.88,22615416362.3643,1835911,7839613419837.17,1311020000,0,0,11792.978515625,11577.53436309967,11540.955815879572,8166108,61781657,0,0.4468149,0.8859649,-437105003.2,Sub-Saharan Africa
2007,Botswana,BWA,30615626.656440563,0,2566051.027324763,28049575.6291158,0,0.37,18,1,0,0,0,8,0.882,24487240955.5142,1875458,8955257903305.3,1317885000,0,0,11792.978515625,11577.53436309967,11540.955815879572,26435247,119879176,0,0.1794068,0.9325843,-462989971.6,Sub-Saharan Africa
2008,Botswana,BWA,6020018.306101351,0,6020018.306101351,0,0,0.13,6,1,0,0,0,8,0.878,26016576235.964,1915636,9819501089971.55,1324655000,0,0,11792.978515625,11577.53436309967,11540.955815879572,183913357,169151779,0,0.4919498,0.8370787,-612317045.2,Sub-Saharan Africa
2009,Botswana,BWA,18231.76468549488,1075628194.29734,18231.76468549488,0,0,0.54,53,1,0,0,0,8,0.881,24025707120.0038,1953495,10742409055886.5,1331260000,0,0,11792.978515625,11577.53436309967,11540.955815879572,65286578,165398425,0,0.3656993,0.9074074,-200878584.3,Sub-Saharan Africa
2010,Botswana,BWA,0,0,0,0,0,0.17,20,1,0,0,0,8,0.879,26083179981.4968,1987106,11884957832311.2,1337705000,0,0,11792.978515625,11577.53436309967,11540.955815879572,53365700,369503020,0,0.4548098,0.9337349,-217483477.4,Sub-Saharan Africa
2011,Botswana,BWA,3273182.848426252,0,3273182.848426252,0,0,0.31,33,1,0,0,0,8,0.88,27660784983.9324,2015406,13020070209403.8,1345035000,0,0,11792.978515625,11577.53436309967,11540.955815879572,100667978,616161511,0,0.4124668,0.8666667,-302916735.5,Sub-Saharan Africa
2012,Botswana,BWA,0,0,0,0,0,0.37,35,1,0,0,0,8,0.88,28893389518.2723,2039551,14043934216102.1,1354190000,0,0,11792.978515625,11577.53436309967,11540.955815879572,119478885,182121037,0,0.3866688,0.8809524,-138128417.2,Sub-Saharan Africa
2013,Botswana,BWA,13128034.749457495,0,13128034.749457495,0,0,0.21,16,1,0,0,0,8,0.876,32170881399.8419,2062551,15134607226924.2,1363240000,12.00000007,0,11792.978515625,11577.53436309967,11540.955815879572,193857600,148251952,0,0.1165467,0.91228070000000006,17496214.02,Sub-Saharan Africa
2014,Botswana,BWA,18797.4472244905,0,18797.4472244905,0,0,0.12,8,1,0,0,0,8,0.874,33505735636.1573,2088619,16258467389928.8,1371860000,0,0,11792.978515625,11577.53436309967,11540.955815879572,213879358,176149428,0,0.3670027,0.9054054,-403817441.9,Sub-Saharan Africa
2015,Botswana,BWA,14480821.545188388,0,11695458.055669148,16511.4634344871,0,0.32,17,1,0,0,0,8,0.869,31589984034.073,2120716,17403279549482.5,1379860000,0,0,11792.978515625,11577.53436309967,11540.955815879572,138734945,224841273,0,0.255095,0.8188406,-195308867,Sub-Saharan Africa
2016,Botswana,BWA,12339889.2847154,0,12339889.2847154,0,0,0.13,7,1,0,0,0,8,0.867,33812938657.2719,2159925,18595188781703.6,1387790000,0,0,11792.978515625,11577.53436309967,11540.955815879572,62142098,209573218,0,0.0173393,0.805,27171118.15,Sub-Saharan Africa
2017,Botswana,BWA,1015481.8829641212,0,0,0,1015481.8829641212,0.26,14,1,0,0,0,8,0.859,35166622661.948,2205076,19887033884256.7,1396215000,0,0,11792.978515625,11577.53436309967,11540.955815879572,33548493,232699710,0,0.0383044,0.7435897,-261440939.2,Sub-Saharan Africa
2000,Central African Republic,CAF,0,0,0,0,0,0.02,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Central African Republic,CAF,20472430.805421,0,0,0,0,0.13,6,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Central African Republic,CAF,30351997.66585228,0,30351997.66585228,0,0,0.09,4,1,0,0,0,5,0.622,4098520648.25994,3802129,5152785033972.09,1280400000,0,1,10367.6103515625,10453.640285946654,10427.288722963976,1257013,687468,0,0.6651176,0.8080357,-24165753.08,Sub-Saharan Africa
2003,Central African Republic,CAF,4435920.974958396,0,418478.8482209561,0,0,0.13,7,1,0,0,0,-1,0.459,3877303602.09053,3881185,5670023166308.18,1288400000,0,0,10367.6103515625,10453.640285946654,10427.288722963976,2312529,2127308,0,0.4414335,0.9329268,-54488888.89,Sub-Saharan Africa
2004,Central African Republic,CAF,5493597.901878522,0,5493597.901878522,0,0,0.22,11,1,0,0,0,-1,0.423,4109743464.20343,3959883,6243467841396.09,1296075000,3.000000003,0,10367.6103515625,10453.640285946654,10427.288722963976,6245300,3323713,0,0.3517278,0.9214286,-465213.1473,Sub-Saharan Africa
2005,Central African Republic,CAF,2758538.64402682,119460798.289351,0,0,0,0.14,7,1,0,0,0,-1,0.602,4147068586.47959,4038380,6954885516694.85,1303720000,1.000000001,0,10367.6103515625,10453.640285946654,10427.288722963976,8990376,7087933,0,0.5056049,0.9473684,-5694746.716,Sub-Saharan Africa
2006,Central African Republic,CAF,31584778.077398583,0,31584778.077398583,0,0,0.08,4,1,0,0,0,-1,0.615,4344928771.59951,4118075,7839613419837.17,1311020000,0,1,10367.6103515625,10453.640285946654,10427.288722963976,8608876,1692692,0,0.4941538,0.9132653,16083960.62,Sub-Saharan Africa
2007,Central African Republic,CAF,34605015.47458049,0,2220326.0718472507,0,0,0.19,9,1,0,0,0,-1,0.615,4545122879.15504,4198004,8955257903305.3,1317885000,1,0,10367.6103515625,10453.640285946654,10427.288722963976,6611853,8865449,0,0.0621811,0.9459459,-71000000,Sub-Saharan Africa
2008,Central African Republic,CAF,12834181.95298138,0,1317580.67123788,11516601.2817435,0,0.18,8,1,0,0,0,-1,0.615,4638485655.47693,4273368,9819501089971.55,1324655000,0,0,10367.6103515625,10453.640285946654,10427.288722963976,21438597,11295054,0,0.1220568,0.9390244,-131637661.6,Sub-Saharan Africa
2009,Central African Republic,CAF,9146750.997405589,0,1965637.6647925768,7181113.33261301,0,0.26,25,1,0,0,0,-1,0.615,5036804498.5544,4337623,10742409055886.5,1331260000,3.99999999,1,10367.6103515625,10453.640285946654,10427.288722963976,14645378,12731811,0,0.0909086,0.952381,-136676912.7,Sub-Saharan Africa
2010,Central African Republic,CAF,32886542.96011932,0,0,32853527.7189947,33015.2411246197,0.17,20,1,0,0,0,-1,0.613,5270049769.669,4386765,11884957832311.2,1337705000,2.999999997,1,10367.6103515625,10453.640285946654,10427.288722963976,25164045,22857138,0,0.2690674,0.9285714,-77793292.94,Sub-Saharan Africa
2011,Central African Republic,CAF,15846983.3318712,0,15846983.3318712,0,0,0.11,12,1,0,0,0,-1,0.594,5491108085.5972,4418639,13020070209403.8,1345035000,1,1,10367.6103515625,10453.640285946654,10427.288722963976,28137864,14271013,0,0.5350036,0.7173913,-38543559.85,Sub-Saharan Africa
2012,Central African Republic,CAF,0,0,0,0,0,0.15,14,1,0,0,0,-1,0.593,5768615578.41872,4436411,14043934216102.1,1354190000,0,1,10367.6103515625,10453.640285946654,10427.288722963976,48619399,17683659,0,0.3400087,0.875,-81719783.8,Sub-Saharan Africa
2013,Central African Republic,CAF,0,0,0,0,0,0.59,45,1,0,0,0,0,0.526,3669302318.2265,4447945,15134607226924.2,1363240000,0,1,10367.6103515625,10453.640285946654,10427.288722963976,40649156,9458993,0,0.0939221,0.6666667,-160000000,Sub-Saharan Africa
2014,Central African Republic,CAF,0,0,0,0,0,1.08,72,1,0,0,0,0,0.553,3672277040.52477,4464171,16258467389928.8,1371860000,0,0,10367.6103515625,10453.640285946654,10427.288722963976,29272800,7211752,0,0.8723629,0.8378378,-30000000,Sub-Saharan Africa
